AI	dNBR	years	slope	I12_crit_mean
2	1000	0.434	0.7	21.1910750391
2	1000	0.434	0.8	19.0839876562
2	1000	0.434	0.9	17.4171464844
2	1000	0.434	1	16.1048494449
2	1000	1.434	0.1	292.545087157
2	1000	1.434	0.2	208.305688136
2	1000	1.434	0.3	143.401937303
2	1000	1.434	0.4	109.200343545
2	1000	1.434	0.5	88.0921760363
2	1000	1.434	0.6	74.0211089886
2	1000	1.434	0.7	63.9491922818
2	1000	1.434	0.8	56.5143783789
2	1000	1.434	0.9	50.5944325707
2	1000	1.434	1	45.9186744665
2.25	0	0.434	0.1	101.381282728
2.25	0	0.434	0.2	57.6886714437
2.25	0	0.434	0.3	42.481115
2.25	0	0.434	0.4	34.6423125
2.25	0	0.434	0.5	29.733264375
2.25	0	0.434	0.6	26.556734375
2.25	0	0.434	0.7	24.1737223437
2.25	0	0.434	0.8	22.6025348437
2.25	0	0.434	0.9	21.1269375
2.25	0	0.434	1	19.9402920313
2.25	0	1.434	0.1	364.520465743
2.25	0	1.434	0.2	195.376050313
2.25	0	1.434	0.3	132.268222943
2.25	0	1.434	0.4	100.803764096
2.25	0	1.434	0.5	81.8589223448
2.25	0	1.434	0.6	69.2892799016
2.25	0	1.434	0.7	60.327787603
2.25	0	1.434	0.8	53.6059380254
2.25	0	1.434	0.9	48.3510227627
2.25	0	1.434	1	44.1674421378
2.25	100	0.434	0.1	99.8831244834
2.25	100	0.434	0.2	56.5121261263
2.25	100	0.434	0.3	41.005138125
2.25	100	0.434	0.4	33.2049375
2.25	100	0.434	0.5	28.2756238734
2.25	100	0.434	0.6	25.13371875
2.25	100	0.434	0.7	22.7197260609
2.25	100	0.434	0.8	20.9015625
2.25	100	0.434	0.9	19.7117845313
2.25	100	0.434	1	18.5210172656
2.25	100	1.434	0.1	343.624388089
2.25	100	1.434	0.2	194.834927422
2.25	100	1.434	0.3	131.372000836
2.25	100	1.434	0.4	99.8677645788
2.25	100	1.434	0.5	81.1059814702
2.25	100	1.434	0.6	68.4289738868
2.25	100	1.434	0.7	59.4583921597
2.25	100	1.434	0.8	52.735473316
2.25	100	1.434	0.9	47.5092168664
2.25	100	1.434	1	43.3270925
2.25	200	0.434	0.1	98.5367570936
2.25	200	0.434	0.2	54.9983111438
2.25	200	0.434	0.3	40.1141078812
2.25	200	0.434	0.4	32.04459375
2.25	200	0.434	0.5	27.2000685938
2.25	200	0.434	0.6	24.0020746875
2.25	200	0.434	0.7	21.630984375
2.25	200	0.434	0.8	19.8308997656
2.25	200	0.434	0.9	18.5721712379
2.25	200	0.434	1	17.428125
2.25	200	1.434	0.1	325.050096841
2.25	200	1.434	0.2	194.461886779
2.25	200	1.434	0.3	130.808796582
2.25	200	1.434	0.4	99.2229713615
2.25	200	1.434	0.5	80.2899091813
2.25	200	1.434	0.6	67.7817076639
2.25	200	1.434	0.7	58.817726188
2.25	200	1.434	0.8	51.957026188
2.25	200	1.434	0.9	46.7474688546
2.25	200	1.434	1	42.5562538516
2.25	300	0.434	0.1	97.1862690158
2.25	300	0.434	0.2	53.8681421914
2.25	300	0.434	0.3	38.7233480352
2.25	300	0.434	0.4	30.9609154297
2.25	300	0.434	0.5	26.1589175781
2.25	300	0.434	0.6	22.924199748
2.25	300	0.434	0.7	20.6381473633
2.25	300	0.434	0.8	18.8256473633
2.25	300	0.434	0.9	17.3869726562
2.25	300	0.434	1	16.3072167337
2.25	300	1.434	0.1	308.797591999
2.25	300	1.434	0.2	191.292841475
2.25	300	1.434	0.3	130.404608971
2.25	300	1.434	0.4	98.6502922118
2.25	300	1.434	0.5	79.7179121874
2.25	300	1.434	0.6	67.0527764957
2.25	300	1.434	0.7	58.0903508841
2.25	300	1.434	0.8	51.3745540109
2.25	300	1.434	0.9	46.131398034
2.25	300	1.434	1	41.8743061889
2.25	400	0.434	0.1	96.0830407921
2.25	400	0.434	0.2	52.9196533797
2.25	400	0.434	0.3	37.9918553125
2.25	400	0.434	0.4	30.2047913137
2.25	400	0.434	0.5	25.2989819141
2.25	400	0.434	0.6	22.1918647266
2.25	400	0.434	0.7	19.8789167383
2.25	400	0.434	0.8	18.0775888281
2.25	400	0.434	0.9	16.6658386133
2.25	400	0.434	1	15.5184609375
2.25	400	1.434	0.1	294.866873563
2.25	400	1.434	0.2	188.862296458
2.25	400	1.434	0.3	130.124974131
2.25	400	1.434	0.4	98.3221866483
2.25	400	1.434	0.5	79.2212349846
2.25	400	1.434	0.6	66.5478079839
2.25	400	1.434	0.7	57.5795600628
2.25	400	1.434	0.8	50.7567401294
2.25	400	1.434	0.9	45.5186882338
2.25	400	1.434	1	41.3726703432
2.25	500	0.434	0.1	95.1954267498
2.25	500	0.434	0.2	52.2006050333
2.25	500	0.434	0.3	37.2451625
2.25	500	0.434	0.4	29.4658558086
2.25	500	0.434	0.5	24.57609375
2.25	500	0.434	0.6	21.4571449219
2.25	500	0.434	0.7	19.1188867188
2.25	500	0.434	0.8	17.4027699219
2.25	500	0.434	0.9	15.9945703125
2.25	500	0.434	1	14.8509791016
2.25	500	1.434	0.1	285.579727939
2.25	500	1.434	0.2	187.563821853
2.25	500	1.434	0.3	128.504486261
2.25	500	1.434	0.4	98.009197783
2.25	500	1.434	0.5	78.8374916896
2.25	500	1.434	0.6	66.2102675791
2.25	500	1.434	0.7	57.1515627772
2.25	500	1.434	0.8	50.4163719853
2.25	500	1.434	0.9	45.0885207052
2.25	500	1.434	1	40.9327603526
2.25	600	0.434	0.1	94.2629039413
2.25	600	0.434	0.2	51.5175750039
2.25	600	0.434	0.3	36.593828125
2.25	600	0.434	0.4	28.9542088867
2.25	600	0.434	0.5	24.1132910156
2.25	600	0.434	0.6	20.9668652344
2.25	600	0.434	0.7	18.6271972656
2.25	600	0.434	0.8	16.8330126953
2.25	600	0.434	0.9	15.2585449219
2.25	600	0.434	1	14.3525390625
2.25	600	1.434	0.1	276.292582315
2.25	600	1.434	0.2	186.264896721
2.25	600	1.434	0.3	126.357964908
2.25	600	1.434	0.4	97.5020825514
2.25	600	1.434	0.5	78.5494048703
2.25	600	1.434	0.6	65.8766858806
2.25	600	1.434	0.7	56.8391406862
2.25	600	1.434	0.8	49.9950672598
2.25	600	1.434	0.9	44.7785278509
2.25	600	1.434	1	40.6084749987
2.25	700	0.434	0.1	93.1685274556
2.25	700	0.434	0.2	50.9123205038
2.25	700	0.434	0.3	35.971884375
2.25	700	0.434	0.4	28.3018640156
2.25	700	0.434	0.5	23.7637546875
2.25	700	0.434	0.6	20.4567515156
2.25	700	0.434	0.7	18.1157835937
2.25	700	0.434	0.8	16.3453171875
2.25	700	0.434	0.9	14.929453125
2.25	700	0.434	1	13.7784375
2.25	700	1.434	0.1	269.327223097
2.25	700	1.434	0.2	185.296382752
2.25	700	1.434	0.3	125.301781066
2.25	700	1.434	0.4	95.5559254951
2.25	700	1.434	0.5	78.5298460988
2.25	700	1.434	0.6	65.6218514102
2.25	700	1.434	0.7	56.5981269573
2.25	700	1.434	0.8	49.7784869731
2.25	700	1.434	0.9	44.5289908697
2.25	700	1.434	1	40.2797584375
2.25	800	0.434	0.1	91.7556911824
2.25	800	0.434	0.2	50.2598913145
2.25	800	0.434	0.3	35.3945725
2.25	800	0.434	0.4	27.86178625
2.25	800	0.434	0.5	23.10846875
2.25	800	0.434	0.6	19.912125
2.25	800	0.434	0.7	17.66915625
2.25	800	0.434	0.8	15.9128460156
2.25	800	0.434	0.9	14.5
2.25	800	0.434	1	13.364015625
2.25	800	1.434	0.1	262.361863879
2.25	800	1.434	0.2	184.853471372
2.25	800	1.434	0.3	124.217695624
2.25	800	1.434	0.4	94.3098587414
2.25	800	1.434	0.5	76.5400437501
2.25	800	1.434	0.6	65.3244017489
2.25	800	1.434	0.7	56.4621043107
2.25	800	1.434	0.8	49.5665423019
2.25	800	1.434	0.9	44.2339646334
2.25	800	1.434	1	40.0098386688
2.25	900	0.434	0.1	90.040970321
2.25	900	0.434	0.2	49.6590456813
2.25	900	0.434	0.3	34.9109526461
2.25	900	0.434	0.4	27.4007961719
2.25	900	0.434	0.5	22.774796875
2.25	900	0.434	0.6	19.571953125
2.25	900	0.434	0.7	17.2558945313
2.25	900	0.434	0.8	15.4796757813
2.25	900	0.434	0.9	14.1686992188
2.25	900	0.434	1	13.0402441406
2.25	900	1.434	0.1	257.718291067
2.25	900	1.434	0.2	184.544053607
2.25	900	1.434	0.3	123.65123146
2.25	900	1.434	0.4	93.6801079732
2.25	900	1.434	0.5	75.6009865521
2.25	900	1.434	0.6	63.9883026673
2.25	900	1.434	0.7	55.9205177913
2.25	900	1.434	0.8	49.3469822776
2.25	900	1.434	0.9	44.0256134766
2.25	900	1.434	1	39.8907017461
2.25	1000	0.434	0.1	89.4140222296
2.25	1000	0.434	0.2	49.2833003549
2.25	1000	0.434	0.3	34.7171749828
2.25	1000	0.434	0.4	27.0926805469
2.25	1000	0.434	0.5	22.4141996484
2.25	1000	0.434	0.6	19.2680433984
2.25	1000	0.434	0.7	17.0359027734
2.25	1000	0.434	0.8	15.248625
2.25	1000	0.434	0.9	13.875
2.25	1000	0.434	1	12.7450546875
2.25	1000	1.434	0.1	253.074718255
2.25	1000	1.434	0.2	184.245375651
2.25	1000	1.434	0.3	123.277773313
2.25	1000	1.434	0.4	92.9605066152
2.25	1000	1.434	0.5	74.9263541806
2.25	1000	1.434	0.6	63.0930162918
2.25	1000	1.434	0.7	54.7068070842
2.25	1000	1.434	0.8	48.4787662555
2.25	1000	1.434	0.9	43.6863988509
2.25	1000	1.434	1	39.6222717766
2.5	0	0.434	0.1	84.384228643
2.5	0	0.434	0.2	46.4776586828
2.5	0	0.434	0.3	33.4531965625
2.5	0	0.434	0.4	27.0136160938
2.5	0	0.434	0.5	22.7727946875
2.5	0	0.434	0.6	19.9931986719
2.5	0	0.434	0.7	17.957674668
2.5	0	0.434	0.8	16.4181986719
2.5	0	0.434	0.9	15.3317254492
2.5	0	0.434	1	14.3139648438
2.5	0	1.434	0.1	278.614368721
2.5	0	1.434	0.2	170.156584037
2.5	0	1.434	0.3	115.950587504
2.5	0	1.434	0.4	88.9177798865
2.5	0	1.434	0.5	71.4351357871
2.5	0	1.434	0.6	59.9597567902
2.5	0	1.434	0.7	51.6773451698
2.5	0	1.434	0.8	45.5637080639
2.5	0	1.434	0.9	40.8344238769
2.5	0	1.434	1	36.9334543594
2.5	100	0.434	0.1	83.2702109914
2.5	100	0.434	0.2	45.6327415557
2.5	100	0.434	0.3	32.6320945313
2.5	100	0.434	0.4	25.9906693359
2.5	100	0.434	0.5	21.920625
2.5	100	0.434	0.6	19.2406693359
2.5	100	0.434	0.7	17.214084668
2.5	100	0.434	0.8	15.6568412109
2.5	100	0.434	0.9	14.4220605469
2.5	100	0.434	1	13.5791015625
2.5	100	1.434	0.1	269.327223097
2.5	100	1.434	0.2	168.893582902
2.5	100	1.434	0.3	114.486405436
2.5	100	1.434	0.4	87.7302248082
2.5	100	1.434	0.5	71.2947348992
2.5	100	1.434	0.6	59.6991359608
2.5	100	1.434	0.7	51.3726878192
2.5	100	1.434	0.8	45.2249055913
2.5	100	1.434	0.9	40.4125466734
2.5	100	1.434	1	36.5874594076
2.5	200	0.434	0.1	82.3722565669
2.5	200	0.434	0.2	44.834759401
2.5	200	0.434	0.3	31.936
2.5	200	0.434	0.4	25.299
2.5	200	0.434	0.5	21.2730699
2.5	200	0.434	0.6	18.499
2.5	200	0.434	0.7	16.543015
2.5	200	0.434	0.8	14.994
2.5	200	0.434	0.9	13.77325
2.5	200	0.434	1	12.8000007629
2.5	200	1.434	0.1	264.683650285
2.5	200	1.434	0.2	168.610748037
2.5	200	1.434	0.3	113.801254487
2.5	200	1.434	0.4	86.4943332404
2.5	200	1.434	0.5	70.6105440748
2.5	200	1.434	0.6	59.5647385854
2.5	200	1.434	0.7	51.3014517312
2.5	200	1.434	0.8	45.039605257
2.5	200	1.434	0.9	40.255024457
2.5	200	1.434	1	36.4402155141
2.5	300	0.434	0.1	81.7170032658
2.5	300	0.434	0.2	44.2964497125
2.5	300	0.434	0.3	31.3477703906
2.5	300	0.434	0.4	24.790265625
2.5	300	0.434	0.5	20.725576875
2.5	300	0.434	0.6	18.0137391797
2.5	300	0.434	0.7	15.9928876172
2.5	300	0.434	0.8	14.2884319096
2.5	300	0.434	0.9	13.3061063672
2.5	300	0.434	1	12.3060058594
2.5	300	1.434	0.1	257.718291067
2.5	300	1.434	0.2	168.219256144
2.5	300	1.434	0.3	112.714864198
2.5	300	1.434	0.4	85.5244702835
2.5	300	1.434	0.5	69.2005973218
2.5	300	1.434	0.6	58.7819348444
2.5	300	1.434	0.7	51.0945312954
2.5	300	1.434	0.8	44.8245566165
2.5	300	1.434	0.9	40.0581465477
2.5	300	1.434	1	36.1612068492
2.5	400	0.434	0.1	80.8242503747
2.5	400	0.434	0.2	43.7561854644
2.5	400	0.434	0.3	30.8741315477
2.5	400	0.434	0.4	24.3043786645
2.5	400	0.434	0.5	20.3313823289
2.5	400	0.434	0.6	17.5701640625
2.5	400	0.434	0.7	15.5883027344
2.5	400	0.434	0.8	14.0773327734
2.5	400	0.434	0.9	12.827828125
2.5	400	0.434	1	11.9116210938
2.5	400	1.434	0.1	253.074718255
2.5	400	1.434	0.2	167.830754097
2.5	400	1.434	0.3	112.301255252
2.5	400	1.434	0.4	84.7074502953
2.5	400	1.434	0.5	68.4485361949
2.5	400	1.434	0.6	57.6001120224
2.5	400	1.434	0.7	49.9115229868
2.5	400	1.434	0.8	44.4717687161
2.5	400	1.434	0.9	39.8680830423
2.5	400	1.434	1	36.0248351343
2.5	500	0.434	0.1	79.4745170462
2.5	500	0.434	0.2	43.0127131016
2.5	500	0.434	0.3	30.3629196523
2.5	500	0.434	0.4	23.7996183594
2.5	500	0.434	0.5	19.8285246094
2.5	500	0.434	0.6	17.1147851562
2.5	500	0.434	0.7	15.1746183594
2.5	500	0.434	0.8	13.6490625
2.5	500	0.434	0.9	12.4406685547
2.5	500	0.434	1	11.5000006855
2.5	500	1.434	0.1	250.752931849
2.5	500	1.434	0.2	167.730760093
2.5	500	1.434	0.3	112.211320323
2.5	500	1.434	0.4	84.561852899
2.5	500	1.434	0.5	68.057291388
2.5	500	1.434	0.6	57.2337549944
2.5	500	1.434	0.7	49.493738999
2.5	500	1.434	0.8	43.7342522944
2.5	500	1.434	0.9	39.4609851655
2.5	500	1.434	1	35.9174229784
2.5	600	0.434	0.1	77.8955458539
2.5	600	0.434	0.2	42.7362579035
2.5	600	0.434	0.3	29.9953493
2.5	600	0.434	0.4	23.436035
2.5	600	0.434	0.5	19.48450875
2.5	600	0.434	0.6	16.7558125
2.5	600	0.434	0.7	14.77875875
2.5	600	0.434	0.8	13.3144396875
2.5	600	0.434	0.9	12.116129375
2.5	600	0.434	1	11.2000006676
2.5	600	1.434	0.1	246.109359037
2.5	600	1.434	0.2	167.484973979
2.5	600	1.434	0.3	111.955000491
2.5	600	1.434	0.4	84.1513769846
2.5	600	1.434	0.5	67.5112529683
2.5	600	1.434	0.6	56.5016139938
2.5	600	1.434	0.7	48.6949253027
2.5	600	1.434	0.8	42.9243587334
2.5	600	1.434	0.9	38.3332748892
2.5	600	1.434	1	34.8537352016
2.5	700	0.434	0.1	77.307165791
2.5	700	0.434	0.2	42.1432159844
2.5	700	0.434	0.3	29.6332263906
2.5	700	0.434	0.4	23.1893921875
2.5	700	0.434	0.5	19.1795355469
2.5	700	0.434	0.6	16.5
2.5	700	0.434	0.7	14.5148523438
2.5	700	0.434	0.8	13.0130859375
2.5	700	0.434	0.9	11.8146917969
2.5	700	0.434	1	11.0000006557
2.5	700	1.434	0.1	243.787572631
2.5	700	1.434	0.2	167.445789461
2.5	700	1.434	0.3	111.789072346
2.5	700	1.434	0.4	84.0479161943
2.5	700	1.434	0.5	67.3385270266
2.5	700	1.434	0.6	56.2806235096
2.5	700	1.434	0.7	48.39156102
2.5	700	1.434	0.8	42.4804065016
2.5	700	1.434	0.9	38.0106456717
2.5	700	1.434	1	34.4039462021
2.5	800	0.434	0.1	76.5434350503
2.5	800	0.434	0.2	41.4704221031
2.5	800	0.434	0.3	29.26148625
2.5	800	0.434	0.4	22.8521334375
2.5	800	0.434	0.5	18.873
2.5	800	0.434	0.6	16.2
2.5	800	0.434	0.7	14.2095979688
2.5	800	0.434	0.8	12.776484375
2.5	800	0.434	0.9	11.5792052344
2.5	800	0.434	1	10.8000006437
2.5	800	1.434	0.1	241.465786225
2.5	800	1.434	0.2	167.371664804
2.5	800	1.434	0.3	111.67893327
2.5	800	1.434	0.4	83.9237466597
2.5	800	1.434	0.5	67.2303796987
2.5	800	1.434	0.6	56.1403230903
2.5	800	1.434	0.7	48.1628791747
2.5	800	1.434	0.8	42.235081525
2.5	800	1.434	0.9	37.6100055516
2.5	800	1.434	1	33.9986313879
2.5	900	0.434	0.1	76.458018242
2.5	900	0.434	0.2	40.9938555484
2.5	900	0.434	0.3	29.0716574945
2.5	900	0.434	0.4	22.6405396094
2.5	900	0.434	0.5	18.69825
2.5	900	0.434	0.6	16.05
2.5	900	0.434	0.7	14.0983053502
2.5	900	0.434	0.8	12.5954945508
2.5	900	0.434	0.9	11.4515078125
2.5	900	0.434	1	10.7000006378
2.5	900	1.434	0.1	239.143999819
2.5	900	1.434	0.2	167.135377353
2.5	900	1.434	0.3	111.547527085
2.5	900	1.434	0.4	83.7865416086
2.5	900	1.434	0.5	67.1150094527
2.5	900	1.434	0.6	55.9862291127
2.5	900	1.434	0.7	48.053412735
2.5	900	1.434	0.8	42.1022505887
2.5	900	1.434	0.9	37.4794917838
2.5	900	1.434	1	33.787668411
2.5	1000	0.434	0.1	76.2707675653
2.5	1000	0.434	0.2	40.226023361
2.5	1000	0.434	0.3	28.3650604461
2.5	1000	0.434	0.4	22.136953125
2.5	1000	0.434	0.5	18.3077384766
2.5	1000	0.434	0.6	15.66796875
2.5	1000	0.434	0.7	13.7746875
2.5	1000	0.434	0.8	12.2579419922
2.5	1000	0.434	0.9	11.0945214844
2.5	1000	0.434	1	10.5000006258
2.5	1000	1.434	0.1	239.143999819
2.5	1000	1.434	0.2	167.135377353
2.5	1000	1.434	0.3	111.547527085
2.5	1000	1.434	0.4	83.7865416086
2.5	1000	1.434	0.5	67.1150094527
2.5	1000	1.434	0.6	55.9862291127
2.5	1000	1.434	0.7	48.053412735
2.5	1000	1.434	0.8	42.1022505887
2.5	1000	1.434	0.9	37.4794917838
2.5	1000	1.434	1	33.787668411
2.75	0	0.434	0.1	71.992139122
2.75	0	0.434	0.2	38.7125054875
2.75	0	0.434	0.3	27.325140625
2.75	0	0.434	0.4	21.6321345313
2.75	0	0.434	0.5	18.0602890625
2.75	0	0.434	0.6	15.6741453906
2.75	0	0.434	0.7	13.7721796875
2.75	0	0.434	0.8	12.6284296875
2.75	0	0.434	0.9	12.2000007272
2.75	0	0.434	1	12.2000007272
2.75	0	1.434	0.1	248.431145443
2.75	0	1.434	0.2	153.02869263
2.75	0	1.434	0.3	102.307831493
2.75	0	1.434	0.4	77.0026429573
2.75	0	1.434	0.5	61.8558494436
2.75	0	1.434	0.6	51.9651905028
2.75	0	1.434	0.7	44.9133979609
2.75	0	1.434	0.8	39.6682407423
2.75	0	1.434	0.9	35.6282485957
2.75	0	1.434	1	32.648441875
2.75	100	0.434	0.1	71.3816222467
2.75	100	0.434	0.2	38.173295
2.75	100	0.434	0.3	26.881911875
2.75	100	0.434	0.4	21.1957684375
2.75	100	0.434	0.5	17.65390625
2.75	100	0.434	0.6	15.2957684375
2.75	100	0.434	0.7	13.5027077344
2.75	100	0.434	0.8	12.1915664063
2.75	100	0.434	0.9	11.8000007033
2.75	100	0.434	1	11.8000007033
2.75	100	1.434	0.1	243.787572631
2.75	100	1.434	0.2	152.7352835
2.75	100	1.434	0.3	102.05476102
2.75	100	1.434	0.4	76.6561492249
2.75	100	1.434	0.5	61.4860782785
2.75	100	1.434	0.6	51.3162296727
2.75	100	1.434	0.7	44.1534900352
2.75	100	1.434	0.8	38.8479794071
2.75	100	1.434	0.9	34.7227195559
2.75	100	1.434	1	31.4351994141
2.75	200	0.434	0.1	70.3170670594
2.75	200	0.434	0.2	37.7417292018
2.75	200	0.434	0.3	26.4062385047
2.75	200	0.434	0.4	20.6990200781
2.75	200	0.434	0.5	17.188171875
2.75	200	0.434	0.6	14.8226763281
2.75	200	0.434	0.7	13.089515625
2.75	200	0.434	0.8	11.8003359375
2.75	200	0.434	0.9	11.4000006795
2.75	200	0.434	1	11.4000006795
2.75	200	1.434	0.1	241.465786225
2.75	200	1.434	0.2	152.678270695
2.75	200	1.434	0.3	101.896305446
2.75	200	1.434	0.4	76.5342356443
2.75	200	1.434	0.5	61.3313238911
2.75	200	1.434	0.6	51.1818750637
2.75	200	1.434	0.7	43.9679142516
2.75	200	1.434	0.8	38.5576238125
2.75	200	1.434	0.9	34.3916367466
2.75	200	1.434	1	31.096
2.75	300	0.434	0.1	69.4129523563
2.75	300	0.434	0.2	37.4191982518
2.75	300	0.434	0.3	26.1127734875
2.75	300	0.434	0.4	20.4645175
2.75	300	0.434	0.5	16.97325
2.75	300	0.434	0.6	14.60550875
2.75	300	0.434	0.7	12.902754375
2.75	300	0.434	0.8	11.55
2.75	300	0.434	0.9	11.2000006676
2.75	300	0.434	1	11.2000006676
2.75	300	1.434	0.1	241.465786225
2.75	300	1.434	0.2	152.678270695
2.75	300	1.434	0.3	101.896305446
2.75	300	1.434	0.4	76.5342356443
2.75	300	1.434	0.5	61.3313238911
2.75	300	1.434	0.6	51.1818750637
2.75	300	1.434	0.7	43.9679142516
2.75	300	1.434	0.8	38.5576238125
2.75	300	1.434	0.9	34.3916367466
2.75	300	1.434	1	31.096
2.75	400	0.434	0.1	67.8743685226
2.75	400	0.434	0.2	36.8442135524
2.75	400	0.434	0.3	25.6662129688
2.75	400	0.434	0.4	20.0415532422
2.75	400	0.434	0.5	16.5603401953
2.75	400	0.434	0.6	14.2142897656
2.75	400	0.434	0.7	12.4937056055
2.75	400	0.434	0.8	11.1976210938
2.75	400	0.434	0.9	10.9000006497
2.75	400	0.434	1	10.9000006497
2.75	400	1.434	0.1	239.143999819
2.75	400	1.434	0.2	152.479705534
2.75	400	1.434	0.3	101.802316499
2.75	400	1.434	0.4	76.4725987122
2.75	400	1.434	0.5	61.2378679869
2.75	400	1.434	0.6	51.0789681106
2.75	400	1.434	0.7	43.8145292366
2.75	400	1.434	0.8	38.4073118738
2.75	400	1.434	0.9	34.1765083822
2.75	400	1.434	1	30.797
2.75	500	0.434	0.1	67.5694174444
2.75	500	0.434	0.2	36.5479464234
2.75	500	0.434	0.3	25.5134390625
2.75	500	0.434	0.4	19.89903375
2.75	500	0.434	0.5	16.4084104688
2.75	500	0.434	0.6	14.0425354687
2.75	500	0.434	0.7	12.3584104688
2.75	500	0.434	0.8	11.053125
2.75	500	0.434	0.9	10.8000006437
2.75	500	0.434	1	10.8000006437
2.75	500	1.434	0.1	236.822213413
2.75	500	1.434	0.2	152.38665281
2.75	500	1.434	0.3	101.749386441
2.75	500	1.434	0.4	76.3213669985
2.75	500	1.434	0.5	61.0995333372
2.75	500	1.434	0.6	50.9661760091
2.75	500	1.434	0.7	43.7332264456
2.75	500	1.434	0.8	38.3050478062
2.75	500	1.434	0.9	34.0781984078
2.75	500	1.434	1	30.6928637883
2.75	600	0.434	0.1	67.2726287619
2.75	600	0.434	0.2	35.6702503859
2.75	600	0.434	0.3	25.13525
2.75	600	0.434	0.4	19.530533125
2.75	600	0.434	0.5	16.1045510156
2.75	600	0.434	0.6	13.74190625
2.75	600	0.434	0.7	12.08896875
2.75	600	0.434	0.8	10.765625
2.75	600	0.434	0.9	10.6000006318
2.75	600	0.434	1	10.6000006318
2.75	600	1.434	0.1	236.822213413
2.75	600	1.434	0.2	152.38665281
2.75	600	1.434	0.3	101.749386441
2.75	600	1.434	0.4	76.3213669985
2.75	600	1.434	0.5	61.0995333372
2.75	600	1.434	0.6	50.9661760091
2.75	600	1.434	0.7	43.7332264456
2.75	600	1.434	0.8	38.3050478062
2.75	600	1.434	0.9	34.0781984078
2.75	600	1.434	1	30.6928637883
2.75	700	0.434	0.1	67.262068541
2.75	700	0.434	0.2	35.2412799375
2.75	700	0.434	0.3	24.88513125
2.75	700	0.434	0.4	19.3462828125
2.75	700	0.434	0.5	15.912421875
2.75	700	0.434	0.6	13.6106414062
2.75	700	0.434	0.7	11.8937109375
2.75	700	0.434	0.8	10.623046875
2.75	700	0.434	0.9	10.5000006258
2.75	700	0.434	1	10.5000006258
2.75	700	1.434	0.1	236.822213413
2.75	700	1.434	0.2	152.38665281
2.75	700	1.434	0.3	101.749386441
2.75	700	1.434	0.4	76.3213669985
2.75	700	1.434	0.5	61.0995333372
2.75	700	1.434	0.6	50.9661760091
2.75	700	1.434	0.7	43.7332264456
2.75	700	1.434	0.8	38.3050478062
2.75	700	1.434	0.9	34.0781984078
2.75	700	1.434	1	30.6928637883
2.75	800	0.434	0.1	66.9274584606
2.75	800	0.434	0.2	34.91839
2.75	800	0.434	0.3	24.3295975
2.75	800	0.434	0.4	19.0816030438
2.75	800	0.434	0.5	15.6804375
2.75	800	0.434	0.6	13.4408015219
2.75	800	0.434	0.7	11.7
2.75	800	0.434	0.8	10.440625
2.75	800	0.434	0.9	10.4000006199
2.75	800	0.434	1	10.4000006199
2.75	800	1.434	0.1	234.500427007
2.75	800	1.434	0.2	152.389800246
2.75	800	1.434	0.3	101.626907175
2.75	800	1.434	0.4	76.2387076238
2.75	800	1.434	0.5	61.0227976564
2.75	800	1.434	0.6	50.8826333056
2.75	800	1.434	0.7	43.6091733798
2.75	800	1.434	0.8	38.1970946027
2.75	800	1.434	0.9	33.9876914055
2.75	800	1.434	1	30.584906718
2.75	900	0.434	0.1	66.8900030523
2.75	900	0.434	0.2	34.8160917055
2.75	900	0.434	0.3	23.8969171027
2.75	900	0.434	0.4	18.5818517969
2.75	900	0.434	0.5	15.3687265625
2.75	900	0.434	0.6	13.1131955469
2.75	900	0.434	0.7	11.5062265625
2.75	900	0.434	0.8	10.3000006139
2.75	900	0.434	0.9	10.3000006139
2.75	900	0.434	1	10.3000006139
2.75	900	1.434	0.1	234.500427007
2.75	900	1.434	0.2	152.389800246
2.75	900	1.434	0.3	101.626907175
2.75	900	1.434	0.4	76.2387076238
2.75	900	1.434	0.5	61.0227976564
2.75	900	1.434	0.6	50.8826333056
2.75	900	1.434	0.7	43.6091733798
2.75	900	1.434	0.8	38.1970946027
2.75	900	1.434	0.9	33.9876914055
2.75	900	1.434	1	30.584906718
2.75	1000	0.434	0.1	66.8900030523
2.75	1000	0.434	0.2	34.8160917055
2.75	1000	0.434	0.3	23.8969171027
2.75	1000	0.434	0.4	18.5818517969
2.75	1000	0.434	0.5	15.3687265625
2.75	1000	0.434	0.6	13.1131955469
2.75	1000	0.434	0.7	11.5062265625
2.75	1000	0.434	0.8	10.3000006139
2.75	1000	0.434	0.9	10.3000006139
2.75	1000	0.434	1	10.3000006139
2.75	1000	1.434	0.1	234.500427007
2.75	1000	1.434	0.2	152.389800246
2.75	1000	1.434	0.3	101.626907175
2.75	1000	1.434	0.4	76.2387076238
2.75	1000	1.434	0.5	61.0227976564
2.75	1000	1.434	0.6	50.8826333056
2.75	1000	1.434	0.7	43.6091733798
2.75	1000	1.434	0.8	38.1970946027
2.75	1000	1.434	0.9	33.9876914055
2.75	1000	1.434	1	30.584906718
3	0	0.434	0.1	62.3122727603
3	0	0.434	0.2	33.189
3	0	0.434	0.3	23.0567985938
3	0	0.434	0.4	18.023625
3	0	0.434	0.5	14.8592881641
3	0	0.434	0.6	12.7441961719
3	0	0.434	0.7	11.2734375
3	0	0.434	0.8	11.1000006616
3	0	0.434	0.9	11.1000006616
3	0	0.434	1	11.1000006616
