AI	dNBR	years	slope	I12_crit_mean
1.25	700	1.434	0.7	198.55782331
1.25	700	1.434	0.8	187.260488584
1.25	700	1.434	0.9	178.453495163
1.25	700	1.434	1	171.403794456
1.25	800	0.434	0.1	218.651476615
1.25	800	0.434	0.2	128.207374693
1.25	800	0.434	0.3	96.3426079383
1.25	800	0.434	0.4	79.7541987136
1.25	800	0.434	0.5	69.5029585547
1.25	800	0.434	0.6	62.5683592931
1.25	800	0.434	0.7	57.5307496723
1.25	800	0.434	0.8	53.6594424381
1.25	800	0.434	0.9	50.6179306641
1.25	800	0.434	1	48.1479812988
1.25	800	1.434	0.1	500
1.25	800	1.434	0.2	409.122491081
1.25	800	1.434	0.3	301.979612988
1.25	800	1.434	0.4	248.989195126
1.25	800	1.434	0.5	217.181825196
1.25	800	1.434	0.6	196.29360835
1.25	800	1.434	0.7	181.125768657
1.25	800	1.434	0.8	169.766451954
1.25	800	1.434	0.9	160.940761523
1.25	800	1.434	1	153.852264844
1.25	900	0.434	0.1	214.562428102
1.25	900	0.434	0.2	124.129742077
1.25	900	0.434	0.3	92.2980952787
1.25	900	0.434	0.4	75.7773758219
1.25	900	0.434	0.5	65.5438638484
1.25	900	0.434	0.6	58.5605995313
1.25	900	0.434	0.7	53.51703125
1.25	900	0.434	0.8	49.6472703938
1.25	900	0.434	0.9	46.599519893
1.25	900	0.434	1	44.1375341406
1.25	900	1.434	0.1	500
1.25	900	1.434	0.2	395.560375623
1.25	900	1.434	0.3	288.315856539
1.25	900	1.434	0.4	235.065018242
1.25	900	1.434	0.5	203.033118159
1.25	900	1.434	0.6	181.978502477
1.25	900	1.434	0.7	166.750428911
1.25	900	1.434	0.8	155.302509414
1.25	900	1.434	0.9	146.414706002
1.25	900	1.434	1	139.312302679
1.25	1000	0.434	0.1	210.742799322
1.25	1000	0.434	0.2	120.519392549
1.25	1000	0.434	0.3	88.872710875
1.25	1000	0.434	0.4	72.3959837666
1.25	1000	0.434	0.5	62.1979918833
1.25	1000	0.434	0.6	55.2175
1.25	1000	0.434	0.7	50.2074269531
1.25	1000	0.434	0.8	46.304375
1.25	1000	0.434	0.9	43.2597035005
1.25	1000	0.434	1	40.7829474609
1.25	1000	1.434	0.1	500
1.25	1000	1.434	0.2	384.31625768
1.25	1000	1.434	0.3	277.026322331
1.25	1000	1.434	0.4	223.573426739
1.25	1000	1.434	0.5	191.407583922
1.25	1000	1.434	0.6	170.224503428
1.25	1000	1.434	0.7	154.876550849
1.25	1000	1.434	0.8	143.4
1.25	1000	1.434	0.9	134.4375
1.25	1000	1.434	1	127.275916348
1.5	0	0.434	0.1	218.25278761
1.5	0	0.434	0.2	143.738832031
1.5	0	0.434	0.3	118.161042146
1.5	0	0.434	0.4	104.94720623
1.5	0	0.434	0.5	96.8248941957
1.5	0	0.434	0.6	91.2372554541
1.5	0	0.434	0.7	88.1643172989
1.5	0	0.434	0.8	84.7310187305
1.5	0	0.434	0.9	82.1258391349
1.5	0	0.434	1	80.0165195772
1.5	0	1.434	0.1	500
1.5	0	1.434	0.2	402.103578125
1.5	0	1.434	0.3	312.384828125
1.5	0	1.434	0.4	268.109212576
1.5	0	1.434	0.5	241.086011383
1.5	0	1.434	0.6	223.405004214
1.5	0	1.434	0.7	210.784209559
1.5	0	1.434	0.8	201.372293579
1.5	0	1.434	0.9	193.973372526
1.5	0	1.434	1	188.013602173
1.5	100	0.434	0.1	207.754257648
1.5	100	0.434	0.2	133.039842558
1.5	100	0.434	0.3	107.274109766
1.5	100	0.434	0.4	94.0255078125
1.5	100	0.434	0.5	85.8699069336
1.5	100	0.434	0.6	80.3522655171
1.5	100	0.434	0.7	77.2042626953
1.5	100	0.434	0.8	73.9388017822
1.5	100	0.434	0.9	71.3380078125
1.5	100	0.434	1	69.2299845703
1.5	100	1.434	0.1	500
1.5	100	1.434	0.2	380.97153
1.5	100	1.434	0.3	290.709610312
1.5	100	1.434	0.4	246.156721523
1.5	100	1.434	0.5	219.097362298
1.5	100	1.434	0.6	201.315007943
1.5	100	1.434	0.7	188.613343351
1.5	100	1.434	0.8	179.111353446
1.5	100	1.434	0.9	171.730558828
1.5	100	1.434	1	165.766080938
1.5	200	0.434	0.1	199.321738204
1.5	200	0.434	0.2	124.390836865
1.5	200	0.434	0.3	98.5602051562
1.5	200	0.434	0.4	85.2098657528
1.5	200	0.434	0.5	77.0491933594
1.5	200	0.434	0.6	71.4778580065
1.5	200	0.434	0.7	67.5937558149
1.5	200	0.434	0.8	65.1392545794
1.5	200	0.434	0.9	62.5714716797
1.5	200	0.434	1	60.4859463281
1.5	200	1.434	0.1	500
1.5	200	1.434	0.2	363.478189074
1.5	200	1.434	0.3	272.939337105
1.5	200	1.434	0.4	228.115453844
1.5	200	1.434	0.5	200.874739434
1.5	200	1.434	0.6	183.001721055
1.5	200	1.434	0.7	170.298765462
1.5	200	1.434	0.8	160.751572172
1.5	200	1.434	0.9	153.335377934
1.5	200	1.434	1	147.356846055
1.5	300	0.434	0.1	192.180109688
1.5	300	0.434	0.2	117.393460518
1.5	300	0.434	0.3	91.3587334961
1.5	300	0.434	0.4	77.9942748828
1.5	300	0.434	0.5	69.7732123828
1.5	300	0.434	0.6	64.2125452832
1.5	300	0.434	0.7	60.0443974609
1.5	300	0.434	0.8	57.8722641663
1.5	300	0.434	0.9	55.3428109082
1.5	300	0.434	1	53.24571875
1.5	300	1.434	0.1	500
1.5	300	1.434	0.2	349.138370629
1.5	300	1.434	0.3	258.221821176
1.5	300	1.434	0.4	213.137515798
1.5	300	1.434	0.5	185.77938387
1.5	300	1.434	0.6	167.826366958
1.5	300	1.434	0.7	155.098871865
1.5	300	1.434	0.8	145.461482345
1.5	300	1.434	0.9	138.024333283
1.5	300	1.434	1	132.062028706
1.5	400	0.434	0.1	185.7590024
1.5	400	0.434	0.2	111.692606563
1.5	400	0.434	0.3	85.6576175
1.5	400	0.434	0.4	72.244875
1.5	400	0.434	0.5	63.9909369164
1.5	400	0.434	0.6	58.3608032813
1.5	400	0.434	0.7	54.2673823438
1.5	400	0.434	0.8	51.1910573721
1.5	400	0.434	0.9	49.5417085203
1.5	400	0.434	1	47.4347646875
1.5	400	1.434	0.1	500
1.5	400	1.434	0.2	337.182100653
1.5	400	1.434	0.3	246.08933642
1.5	400	1.434	0.4	200.867334895
1.5	400	1.434	0.5	173.332154515
1.5	400	1.434	0.6	155.3014327
1.5	400	1.434	0.7	142.419492187
1.5	400	1.434	0.8	132.778780234
1.5	400	1.434	0.9	125.316821937
1.5	400	1.434	1	119.372839404
1.5	500	0.434	0.1	180.992240517
1.5	500	0.434	0.2	106.986049854
1.5	500	0.434	0.3	80.9618164062
1.5	500	0.434	0.4	67.5086445312
1.5	500	0.434	0.5	59.2579735059
1.5	500	0.434	0.6	53.580026792
1.5	500	0.434	0.7	49.4393745117
1.5	500	0.434	0.8	46.3509255054
1.5	500	0.434	0.9	44.6465260044
1.5	500	0.434	1	42.6042023926
1.5	500	1.434	0.1	500
1.5	500	1.434	0.2	327.434139292
1.5	500	1.434	0.3	236.28798002
1.5	500	1.434	0.4	190.86005
1.5	500	1.434	0.5	163.231637375
1.5	500	1.434	0.6	145.06267475
1.5	500	1.434	0.7	132.112834344
1.5	500	1.434	0.8	122.41363815
1.5	500	1.434	0.9	114.867909344
1.5	500	1.434	1	108.981387375
1.5	600	0.434	0.1	177.260582534
1.5	600	0.434	0.2	103.130510409
1.5	600	0.434	0.3	77.1621563406
1.5	600	0.434	0.4	63.719171875
1.5	600	0.434	0.5	55.4093984375
1.5	600	0.434	0.6	49.7915511164
1.5	600	0.434	0.7	45.670794375
1.5	600	0.434	0.8	42.5165195312
1.5	600	0.434	0.9	40.0373548437
1.5	600	0.434	1	38.7377386164
1.5	600	1.434	0.1	500
1.5	600	1.434	0.2	319.105029915
1.5	600	1.434	0.3	227.946505331
1.5	600	1.434	0.4	182.477232065
1.5	600	1.434	0.5	154.758552736
1.5	600	1.434	0.6	136.546636641
1.5	600	1.434	0.7	123.51885321
1.5	600	1.434	0.8	113.772851046
1.5	600	1.434	0.9	106.168106986
1.5	600	1.434	1	100.233597234
1.5	700	0.434	0.1	173.870308624
1.5	700	0.434	0.2	99.9148427744
1.5	700	0.434	0.3	73.9765625
1.5	700	0.434	0.4	60.5714645513
1.5	700	0.434	0.5	52.312578125
1.5	700	0.434	0.6	46.6484570313
1.5	700	0.434	0.7	42.5234765625
1.5	700	0.434	0.8	39.3818701172
1.5	700	0.434	0.9	36.912109375
1.5	700	0.434	1	34.9052880859
1.5	700	1.434	0.1	500
1.5	700	1.434	0.2	312.18017768
1.5	700	1.434	0.3	221.139006179
1.5	700	1.434	0.4	175.637668999
1.5	700	1.434	0.5	147.892406348
1.5	700	1.434	0.6	129.604070181
1.5	700	1.434	0.7	116.508783306
1.5	700	1.434	0.8	106.712971641
1.5	700	1.434	0.9	99.0930049465
1.5	700	1.434	1	93.095888971
1.5	800	0.434	0.1	171.143654492
1.5	800	0.434	0.2	97.316770732
1.5	800	0.434	0.3	71.4512202406
1.5	800	0.434	0.4	58.0290251563
1.5	800	0.434	0.5	49.774296875
1.5	800	0.434	0.6	44.1609774609
1.5	800	0.434	0.7	40.0564098438
1.5	800	0.434	0.8	36.9137627224
1.5	800	0.434	0.9	34.4387218945
1.5	800	0.434	1	32.4438910742
1.5	800	1.434	0.1	500
1.5	800	1.434	0.2	306.345063865
1.5	800	1.434	0.3	215.438954441
1.5	800	1.434	0.4	169.924161295
1.5	800	1.434	0.5	142.159906351
1.5	800	1.434	0.6	123.829964913
1.5	800	1.434	0.7	110.720509514
1.5	800	1.434	0.8	100.863734285
1.5	800	1.434	0.9	93.1959916129
1.5	800	1.434	1	87.1665215918
1.5	900	0.434	0.1	168.350387079
1.5	900	0.434	0.2	95.1572300125
1.5	900	0.434	0.3	69.215093282
1.5	900	0.434	0.4	55.8446483594
1.5	900	0.434	0.5	47.6539452344
1.5	900	0.434	0.6	42.009390625
1.5	900	0.434	0.7	37.9238476172
1.5	900	0.434	0.8	34.7953125
1.5	900	0.434	0.9	32.3203125
1.5	900	0.434	1	30.3285175781
1.5	900	1.434	0.1	500
1.5	900	1.434	0.2	301.681642987
1.5	900	1.434	0.3	210.623914029
1.5	900	1.434	0.4	165.187662112
1.5	900	1.434	0.5	137.466661563
1.5	900	1.434	0.6	119.086389419
1.5	900	1.434	0.7	105.944349766
1.5	900	1.434	0.8	96.0777724943
1.5	900	1.434	0.9	88.4140326505
1.5	900	1.434	1	82.3627539281
1.5	1000	0.434	0.1	166.152010771
1.5	1000	0.434	0.2	92.9119311091
1.5	1000	0.434	0.3	67.612426417
1.5	1000	0.434	0.4	54.1336534375
1.5	1000	0.434	0.5	45.8967528906
1.5	1000	0.434	0.6	40.335806875
1.5	1000	0.434	0.7	36.256390625
1.5	1000	0.434	0.8	33.1154829687
1.5	1000	0.434	0.9	30.66711375
1.5	1000	0.434	1	28.6700014453
1.5	1000	1.434	0.1	500
1.5	1000	1.434	0.2	297.328488613
1.5	1000	1.434	0.3	206.534740962
1.5	1000	1.434	0.4	161.160160596
1.5	1000	1.434	0.5	133.466952825
1.5	1000	1.434	0.6	115.094540066
1.5	1000	1.434	0.7	101.96298363
1.5	1000	1.434	0.8	92.0946426504
1.5	1000	1.434	0.9	84.4289599951
1.5	1000	1.434	1	78.3159798032
1.75	0	0.434	0.1	161.708819634
1.75	0	0.434	0.2	99.9970722199
1.75	0	0.434	0.3	78.5100234375
1.75	0	0.434	0.4	67.5491132813
1.75	0	0.434	0.5	60.8274722818
1.75	0	0.434	0.6	56.2472526855
1.75	0	0.434	0.7	53.7343919531
1.75	0	0.434	0.8	51.0637675781
1.75	0	0.434	0.9	48.9669783284
1.75	0	0.434	1	47.2350234375
1.75	0	1.434	0.1	500
1.75	0	1.434	0.2	284.520375007
1.75	0	1.434	0.3	205.013304486
1.75	0	1.434	0.4	165.317646858
1.75	0	1.434	0.5	141.490757779
1.75	0	1.434	0.6	125.784218828
1.75	0	1.434	0.7	114.510601563
1.75	0	1.434	0.8	105.901057483
1.75	0	1.434	0.9	99.352086176
1.75	0	1.434	1	94.133324442
1.75	100	0.434	0.1	156.397491774
1.75	100	0.434	0.2	94.6476844264
1.75	100	0.434	0.3	73.1168218164
1.75	100	0.434	0.4	62.1056467383
1.75	100	0.434	0.5	55.3716129457
1.75	100	0.434	0.6	50.7480436719
1.75	100	0.434	0.7	48.2638968244
1.75	100	0.434	0.8	45.6017891544
1.75	100	0.434	0.9	43.4642421875
1.75	100	0.434	1	41.755863208
1.75	100	1.434	0.1	500
1.75	100	1.434	0.2	277.298422909
1.75	100	1.434	0.3	197.867336173
1.75	100	1.434	0.4	158.070195119
1.75	100	1.434	0.5	134.133841024
1.75	100	1.434	0.6	118.365405107
1.75	100	1.434	0.7	107.035663157
1.75	100	1.434	0.8	98.3578330078
1.75	100	1.434	0.9	91.8020114453
1.75	100	1.434	1	86.5600252539
1.75	200	0.434	0.1	151.995299642
1.75	200	0.434	0.2	90.3825975
1.75	200	0.434	0.3	68.7875539406
1.75	200	0.434	0.4	57.7937769703
1.75	200	0.434	0.5	51.0181545656
1.75	200	0.434	0.6	46.372828125
1.75	200	0.434	0.7	43.02065625
1.75	200	0.434	0.8	41.169399375
1.75	200	0.434	0.9	39.060328125
1.75	200	0.434	1	37.3510373438
1.75	200	1.434	0.1	500
1.75	200	1.434	0.2	271.164183091
1.75	200	1.434	0.3	191.838193288
1.75	200	1.434	0.4	151.987140275
1.75	200	1.434	0.5	128.080876655
1.75	200	1.434	0.6	112.251693845
1.75	200	1.434	0.7	100.869308963
1.75	200	1.434	0.8	92.1537887785
1.75	200	1.434	0.9	85.5651289062
1.75	200	1.434	1	80.2684983105
1.75	300	0.434	0.1	148.39068493
1.75	300	0.434	0.2	86.8508334586
1.75	300	0.434	0.3	65.256672198
1.75	300	0.434	0.4	54.2262246094
1.75	300	0.434	0.5	47.3889716016
1.75	300	0.434	0.6	42.7954426225
1.75	300	0.434	0.7	39.4021113281
1.75	300	0.434	0.8	37.503375
1.75	300	0.434	0.9	35.4180202441
1.75	300	0.434	1	33.7248310547
1.75	300	1.434	0.1	500
1.75	300	1.434	0.2	266.084834228
1.75	300	1.434	0.3	186.842609158
1.75	300	1.434	0.4	147.041136774
1.75	300	1.434	0.5	123.086730369
1.75	300	1.434	0.6	107.194183125
1.75	300	1.434	0.7	95.7963054015
1.75	300	1.434	0.8	87.0603478934
1.75	300	1.434	0.9	80.4248593969
1.75	300	1.434	1	75.1178582812
1.75	400	0.434	0.1	145.680824143
1.75	400	0.434	0.2	83.8466096875
1.75	400	0.434	0.3	62.4117427141
1.75	400	0.434	0.4	51.39475
1.75	400	0.434	0.5	44.588575625
1.75	400	0.434	0.6	39.9433005469
1.75	400	0.434	0.7	36.5807578125
1.75	400	0.434	0.8	34.0002910156
1.75	400	0.434	0.9	32.5344374137
1.75	400	0.434	1	30.8346781445
1.75	400	1.434	0.1	500
1.75	400	1.434	0.2	262.225451858
1.75	400	1.434	0.3	182.706133219
1.75	400	1.434	0.4	142.945118775
1.75	400	1.434	0.5	118.98828945
1.75	400	1.434	0.6	103.076822362
1.75	400	1.434	0.7	91.682829375
1.75	400	1.434	0.8	82.9279466084
1.75	400	1.434	0.9	76.2706478757
1.75	400	1.434	1	70.9489345313
1.75	500	0.434	0.1	143.185280575
1.75	500	0.434	0.2	81.4440477375
1.75	500	0.434	0.3	60.0633054562
1.75	500	0.434	0.4	49.0405217063
1.75	500	0.434	0.5	42.2254729688
1.75	500	0.434	0.6	37.5789375
1.75	500	0.434	0.7	34.2310217063
1.75	500	0.434	0.8	31.63471875
1.75	500	0.434	0.9	29.58946875
1.75	500	0.434	1	28.439663182
1.75	500	1.434	0.1	500
1.75	500	1.434	0.2	258.417986619
1.75	500	1.434	0.3	179.320650299
1.75	500	1.434	0.4	139.434989388
1.75	500	1.434	0.5	115.556874766
1.75	500	1.434	0.6	99.6794406594
1.75	500	1.434	0.7	88.2360744553
1.75	500	1.434	0.8	79.4795382031
1.75	500	1.434	0.9	72.8241334396
1.75	500	1.434	1	67.4616133012
1.75	600	0.434	0.1	140.342842866
1.75	600	0.434	0.2	79.5185054078
1.75	600	0.434	0.3	58.006
1.75	600	0.434	0.4	47.0405893797
1.75	600	0.434	0.5	40.2224518773
1.75	600	0.434	0.6	35.5945287547
1.75	600	0.434	0.7	32.2052313316
1.75	600	0.434	0.8	29.6251640625
1.75	600	0.434	0.9	27.6124178516
1.75	600	0.434	1	25.9376522266
1.75	600	1.434	0.1	493.015653699
1.75	600	1.434	0.2	255.462453124
1.75	600	1.434	0.3	176.285047601
1.75	600	1.434	0.4	136.511455098
1.75	600	1.434	0.5	112.635515104
1.75	600	1.434	0.6	96.7543037947
1.75	600	1.434	0.7	85.3250295144
1.75	600	1.434	0.8	76.5681982073
1.75	600	1.434	0.9	69.898643659
1.75	600	1.434	1	64.5637758678
1.75	700	0.434	0.1	138.202108527
1.75	700	0.434	0.2	77.5081241145
1.75	700	0.434	0.3	56.5768876092
1.75	700	0.434	0.4	45.3799097836
1.75	700	0.434	0.5	38.6068458984
1.75	700	0.434	0.6	34.008890625
1.75	700	0.434	0.7	30.656953125
1.75	700	0.434	0.8	28.085319399
1.75	700	0.434	0.9	26.0653242187
1.75	700	0.434	1	24.4059492187
1.75	700	1.434	0.1	499.75841645
1.75	700	1.434	0.2	252.941064678
1.75	700	1.434	0.3	173.774801683
1.75	700	1.434	0.4	134.225759694
1.75	700	1.434	0.5	110.206942639
1.75	700	1.434	0.6	94.3792791051
1.75	700	1.434	0.7	82.9702608442
1.75	700	1.434	0.8	74.1966764602
1.75	700	1.434	0.9	67.5369556641
1.75	700	1.434	1	62.1859982584
1.75	800	0.434	0.1	136.509907812
1.75	800	0.434	0.2	76.0456919982
1.75	800	0.434	0.3	54.8514227633
1.75	800	0.434	0.4	44.2249498191
1.75	800	0.434	0.5	37.3182128999
1.75	800	0.434	0.6	32.7260703125
1.75	800	0.434	0.7	29.3438266797
1.75	800	0.434	0.8	26.7785249754
1.75	800	0.434	0.9	24.7645454297
1.75	800	0.434	1	23.1348860424
1.75	800	1.434	0.1	485.253358856
1.75	800	1.434	0.2	250.730304513
1.75	800	1.434	0.3	171.631242425
1.75	800	1.434	0.4	132.103274006
1.75	800	1.434	0.5	108.273453252
1.75	800	1.434	0.6	92.356623144
1.75	800	1.434	0.7	80.9290854801
1.75	800	1.434	0.8	72.2113448336
1.75	800	1.434	0.9	65.5268061508
1.75	800	1.434	1	60.184680918
1.75	900	0.434	0.1	134.803452483
1.75	900	0.434	0.2	74.8266655211
1.75	900	0.434	0.3	53.6911153024
1.75	900	0.434	0.4	42.7367744107
1.75	900	0.434	0.5	35.9793067578
1.75	900	0.434	0.6	31.5384084957
1.75	900	0.434	0.7	28.2057412305
1.75	900	0.434	0.8	25.6552745508
1.75	900	0.434	0.9	23.6421230859
1.75	900	0.434	1	22.026254951
1.75	900	1.434	0.1	441.139417142
1.75	900	1.434	0.2	249.062812484
1.75	900	1.434	0.3	169.961978163
1.75	900	1.434	0.4	130.187716138
1.75	900	1.434	0.5	106.451020628
1.75	900	1.434	0.6	90.5754688373
1.75	900	1.434	0.7	79.2792861607
1.75	900	1.434	0.8	70.6214886097
1.75	900	1.434	0.9	63.7932125
1.75	900	1.434	1	58.441602141
1.75	1000	0.434	0.1	133.291634193
1.75	1000	0.434	0.2	74.1946743783
1.75	1000	0.434	0.3	52.6459863594
1.75	1000	0.434	0.4	41.7968346875
1.75	1000	0.434	0.5	35.0984173438
1.75	1000	0.434	0.6	30.4834395313
1.75	1000	0.434	0.7	27.1730423437
1.75	1000	0.434	0.8	24.7595859375
1.75	1000	0.434	0.9	22.7810322656
1.75	1000	0.434	1	21.1602215234
1.75	1000	1.434	0.1	406.312621051
1.75	1000	1.434	0.2	248.025056807
1.75	1000	1.434	0.3	168.340190899
1.75	1000	1.434	0.4	128.912274711
1.75	1000	1.434	0.5	104.956348715
1.75	1000	1.434	0.6	89.0783589554
1.75	1000	1.434	0.7	77.8328816029
1.75	1000	1.434	0.8	69.1390816218
1.75	1000	1.434	0.9	62.5584375397
1.75	1000	1.434	1	57.2420683799
2	0	0.434	0.1	125.717953677
2	0	0.434	0.2	74.3348940817
2	0	0.434	0.3	56.3570679051
2	0	0.434	0.4	46.83865625
2	0	0.434	0.5	41.1780024609
2	0	0.434	0.6	37.2273777025
2	0	0.434	0.7	35.0047554051
2	0	0.434	0.8	32.8231191406
2	0	0.434	0.9	31.0365709277
2	0	0.434	1	29.5875
2	0	1.434	0.1	435.952636912
2	0	1.434	0.2	226.579922736
2	0	1.434	0.3	156.965052895
2	0	1.434	0.4	121.836740009
2	0	1.434	0.5	100.817734334
2	0	1.434	0.6	86.8290070815
2	0	1.434	0.7	76.7923805894
2	0	1.434	0.8	69.2616110293
2	0	1.434	0.9	63.3946093174
2	0	1.434	1	58.7053438965
2	100	0.434	0.1	123.389972025
2	100	0.434	0.2	71.5349493509
2	100	0.434	0.3	53.6138277086
2	100	0.434	0.4	44.092524082
2	100	0.434	0.5	38.4127576693
2	100	0.434	0.6	34.4921914062
2	100	0.434	0.7	31.7155322266
2	100	0.434	0.8	30.0463306706
2	100	0.434	0.9	28.2985872266
2	100	0.434	1	26.8432382813
2	100	1.434	0.1	433.819995628
2	100	1.434	0.2	223.873434861
2	100	1.434	0.3	154.25710422
2	100	1.434	0.4	119.397862311
2	100	1.434	0.5	98.298944148
2	100	1.434	0.6	84.2701611037
2	100	1.434	0.7	74.2588107138
2	100	1.434	0.8	66.7176102267
2	100	1.434	0.9	60.8527585113
2	100	1.434	1	56.16929625
2	200	0.434	0.1	121.131796321
2	200	0.434	0.2	69.3484490474
2	200	0.434	0.3	51.1723764063
2	200	0.434	0.4	41.9212363281
2	200	0.434	0.5	36.2394611133
2	200	0.434	0.6	32.319890625
2	200	0.434	0.7	29.5441257031
2	200	0.434	0.8	27.8566790524
2	200	0.434	0.9	26.0841796875
2	200	0.434	1	24.6840470508
2	200	1.434	0.1	430.748384054
2	200	1.434	0.2	221.889537084
2	200	1.434	0.3	152.13532981
2	200	1.434	0.4	117.274865099
2	200	1.434	0.5	96.3027251796
2	200	1.434	0.6	82.1499329609
2	200	1.434	0.7	72.1757462281
2	200	1.434	0.8	64.641441875
2	200	1.434	0.9	58.7714302344
2	200	1.434	1	54.068719608
2	300	0.434	0.1	118.546978524
2	300	0.434	0.2	67.7758695498
2	300	0.434	0.3	49.3262683594
2	300	0.434	0.4	40.0657851562
2	300	0.434	0.5	34.4249730686
2	300	0.434	0.6	30.5426953125
2	300	0.434	0.7	27.75346875
2	300	0.434	0.8	25.5955094965
2	300	0.434	0.9	24.2820776953
2	300	0.434	1	22.8625566319
2	300	1.434	0.1	429.68988616
2	300	1.434	0.2	219.997208719
2	300	1.434	0.3	150.245691039
2	300	1.434	0.4	115.430871784
2	300	1.434	0.5	94.5210888295
2	300	1.434	0.6	80.5122943965
2	300	1.434	0.7	70.4086389585
2	300	1.434	0.8	62.894857975
2	300	1.434	0.9	57.0486705674
2	300	1.434	1	52.3464853187
2	400	0.434	0.1	116.737319406
2	400	0.434	0.2	65.7525944027
2	400	0.434	0.3	47.8426499219
2	400	0.434	0.4	38.6114645312
2	400	0.434	0.5	32.97271875
2	400	0.434	0.6	29.0843748047
2	400	0.434	0.7	26.2838426953
2	400	0.434	0.8	24.1541281889
2	400	0.434	0.9	22.427828125
2	400	0.434	1	21.4215898437
2	400	1.434	0.1	415.599766676
2	400	1.434	0.2	218.746947338
2	400	1.434	0.3	148.877332737
2	400	1.434	0.4	113.873191596
2	400	1.434	0.5	92.9977892743
2	400	1.434	0.6	78.9986057477
2	400	1.434	0.7	69.0075065008
2	400	1.434	0.8	61.5349553007
2	400	1.434	0.9	55.575542282
2	400	1.434	1	50.8711705633
2	500	0.434	0.1	115.252502198
2	500	0.434	0.2	64.4456034977
2	500	0.434	0.3	46.5571875
2	500	0.434	0.4	37.3167408914
2	500	0.434	0.5	31.6437949219
2	500	0.434	0.6	27.78525
2	500	0.434	0.7	25.0158239613
2	500	0.434	0.8	22.85625
2	500	0.434	0.9	21.1625707582
2	500	0.434	1	19.8122695312
2	500	1.434	0.1	385.416543397
2	500	1.434	0.2	217.827577641
2	500	1.434	0.3	147.469333099
2	500	1.434	0.4	112.746433296
2	500	1.434	0.5	91.7102115923
2	500	1.434	0.6	77.7561263125
2	500	1.434	0.7	67.7911947734
2	500	1.434	0.8	60.2805096052
2	500	1.434	0.9	54.4539121963
2	500	1.434	1	49.7611067187
2	600	0.434	0.1	113.601546821
2	600	0.434	0.2	63.2361376093
2	600	0.434	0.3	45.4940430574
2	600	0.434	0.4	36.1235740625
2	600	0.434	0.5	30.742398125
2	600	0.434	0.6	26.758515625
2	600	0.434	0.7	23.974265625
2	600	0.434	0.8	21.85196875
2	600	0.434	0.9	20.1592245313
2	600	0.434	1	18.8136472367
2	600	1.434	0.1	359.876892931
2	600	1.434	0.2	217.226791256
2	600	1.434	0.3	146.636358085
2	600	1.434	0.4	111.659880619
2	600	1.434	0.5	90.765163173
2	600	1.434	0.6	76.6925066731
2	600	1.434	0.7	66.7499041777
2	600	1.434	0.8	59.2358698642
2	600	1.434	0.9	53.4025431309
2	600	1.434	1	48.7139323281
2	700	0.434	0.1	112.568132474
2	700	0.434	0.2	62.1365974959
2	700	0.434	0.3	44.5368592531
2	700	0.434	0.4	35.2115993445
2	700	0.434	0.5	29.5733413672
2	700	0.434	0.6	25.7747428516
2	700	0.434	0.7	23.1273030253
2	700	0.434	0.8	21.0107241797
2	700	0.434	0.9	19.327515625
2	700	0.434	1	17.9646803516
2	700	1.434	0.1	336.659028871
2	700	1.434	0.2	216.425354897
2	700	1.434	0.3	145.900015251
2	700	1.434	0.4	110.749607935
2	700	1.434	0.5	89.7572643926
2	700	1.434	0.6	75.8176481099
2	700	1.434	0.7	65.8487105796
2	700	1.434	0.8	58.2803588599
2	700	1.434	0.9	52.437026971
2	700	1.434	1	47.7597167979
2	800	0.434	0.1	111.685991042
2	800	0.434	0.2	61.3829102225
2	800	0.434	0.3	43.7009496021
2	800	0.434	0.4	34.4500921875
2	800	0.434	0.5	28.9007864062
2	800	0.434	0.6	25.1068176563
2	800	0.434	0.7	22.3007864062
2	800	0.434	0.8	20.208375
2	800	0.434	0.9	18.6594478125
2	800	0.434	1	17.2912265625
2	800	1.434	0.1	320.406524029
2	800	1.434	0.2	213.860895009
2	800	1.434	0.3	145.55378956
2	800	1.434	0.4	110.160505801
2	800	1.434	0.5	89.1587957033
2	800	1.434	0.6	75.1121792271
2	800	1.434	0.7	65.1396317794
2	800	1.434	0.8	57.6605035631
2	800	1.434	0.9	51.7457571471
2	800	1.434	1	47.0662900266
2	900	0.434	0.1	109.941685021
2	900	0.434	0.2	60.5145157529
2	900	0.434	0.3	42.9735691547
2	900	0.434	0.4	34.0390276734
2	900	0.434	0.5	28.2692861719
2	900	0.434	0.6	24.4612265625
2	900	0.434	0.7	21.7251660938
2	900	0.434	0.8	19.582171875
2	900	0.434	0.9	17.9338383984
2	900	0.434	1	16.6261035938
2	900	1.434	0.1	304.154019187
2	900	1.434	0.2	210.125067486
2	900	1.434	0.3	144.924610251
2	900	1.434	0.4	109.521542403
2	900	1.434	0.5	88.4928219051
2	900	1.434	0.6	74.4480930831
2	900	1.434	0.7	64.3711662458
2	900	1.434	0.8	56.9467023063
2	900	1.434	0.9	51.1231022674
2	900	1.434	1	46.4813983041
2	1000	0.434	0.1	108.715646152
2	1000	0.434	0.2	59.7788279
2	1000	0.434	0.3	42.2920521547
2	1000	0.434	0.4	33.2305750391
2	1000	0.434	0.5	27.935950625
2	1000	0.434	0.6	23.9154609375
